지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
296,북부산,2025-02-25 6:00,-1.8,,1.4,230,42,0
296,북부산,2025-02-25 7:00,-1.1,,1.9,270,38,0
296,북부산,2025-02-25 8:00,-2.8,,0.4,0,56,3
296,북부산,2025-02-25 9:00,2.1,,2.3,270,30,3
296,북부산,2025-02-25 10:00,4.4,,2.2,250,27,0
296,북부산,2025-02-25 11:00,5.7,,2.8,250,22,3
296,북부산,2025-02-25 12:00,7.9,,2.8,270,16,4
296,북부산,2025-02-25 13:00,9.6,,2.1,270,14,7
296,북부산,2025-02-25 14:00,9.6,,4.2,180,21,7
296,북부산,2025-02-25 15:00,9.2,,4.8,160,22,8
296,북부산,2025-02-25 16:00,9.2,,4.1,200,21,7
296,북부산,2025-02-25 17:00,8.4,,4.4,200,29,7
296,북부산,2025-02-25 18:00,7.5,,3.4,230,38,8
296,북부산,2025-02-25 19:00,6.9,,2.6,230,45,9
296,북부산,2025-02-25 20:00,6.3,,2.1,230,49,7
296,북부산,2025-02-25 21:00,5.9,,0.7,250,44,4
296,북부산,2025-02-25 22:00,6.4,,1.6,250,38,2
296,북부산,2025-02-25 23:00,5.8,,2.6,250,38,0
296,북부산,2025-02-26 0:00,5.4,,2.5,320,36,0
296,북부산,2025-02-26 1:00,5,,2.9,270,42,0
296,북부산,2025-02-26 2:00,4.2,,1.6,230,46,0
296,북부산,2025-02-26 3:00,1.9,,1.2,200,55,0
296,북부산,2025-02-26 4:00,0.8,,1,180,61,0
296,북부산,2025-02-26 5:00,-0.5,,0.6,360,66,0
296,북부산,2025-02-26 6:00,-1.6,,0.2,0,74,0
296,북부산,2025-02-26 7:00,-1.4,,1,20,78,0
296,북부산,2025-02-26 8:00,0.2,,0.9,340,74,0
296,북부산,2025-02-26 9:00,5.7,,1.2,160,57,0
296,북부산,2025-02-26 10:00,8.1,,1.8,180,44,0
296,북부산,2025-02-26 11:00,9.7,,1.8,270,35,0
296,북부산,2025-02-26 12:00,11.2,,2.4,320,24,0
296,북부산,2025-02-26 13:00,11.2,,5.1,160,35,0
296,북부산,2025-02-26 14:00,11.9,,5.3,180,34,0
296,북부산,2025-02-26 15:00,11.4,,6,180,39,0
296,북부산,2025-02-26 16:00,11.6,,4.7,180,41,0
296,북부산,2025-02-26 17:00,11.6,,4,200,33,0
296,북부산,2025-02-26 18:00,10.3,,2.7,200,34,0
296,북부산,2025-02-26 19:00,7.3,,1.6,180,53,3
296,북부산,2025-02-26 20:00,4.8,,0.6,70,51,0
296,북부산,2025-02-26 21:00,3.2,,0.2,0,52,2
296,북부산,2025-02-26 22:00,2.9,,0.3,0,43,0
296,북부산,2025-02-26 23:00,2.8,,0.3,0,34,0
296,북부산,2025-02-27 0:00,1.5,,0.8,250,38,0
296,북부산,2025-02-27 1:00,0.5,,0.3,0,49,0
296,북부산,2025-02-27 2:00,-1,,0.6,20,54,0
296,북부산,2025-02-27 3:00,-1.4,,0.9,340,54,0
296,북부산,2025-02-27 4:00,-2,,0.8,360,58,0
296,북부산,2025-02-27 5:00,-2.5,,0.4,0,62,0
296,북부산,2025-02-27 6:00,-2.5,,0.4,0,60,0
296,북부산,2025-02-27 7:00,-2.7,,0.9,50,62,4
296,북부산,2025-02-27 8:00,-0.9,,0.4,0,57,7
296,북부산,2025-02-27 9:00,2.8,,1.6,20,44,8
296,북부산,2025-02-27 10:00,6.5,,0.7,230,29,8
296,북부산,2025-02-27 11:00,9.8,,2.1,200,17,9
296,북부산,2025-02-27 12:00,11.8,,2,180,16,8
296,북부산,2025-02-27 13:00,13.4,,1.9,200,11,8
296,북부산,2025-02-27 14:00,13.6,,1.7,200,11,8
296,북부산,2025-02-27 15:00,13,,3.4,180,20,9
296,북부산,2025-02-27 16:00,12.6,,3.5,180,18,7
296,북부산,2025-02-27 17:00,11.5,,3.1,200,21,6
296,북부산,2025-02-27 18:00,10.4,,0.8,180,19,7
296,북부산,2025-02-27 19:00,7.9,,0.5,270,34,8
296,북부산,2025-02-27 20:00,8.1,,1.5,320,48,9
296,북부산,2025-02-27 21:00,7.2,,0.2,0,53,10
296,북부산,2025-02-27 22:00,7.8,,0.5,230,53,9
296,북부산,2025-02-27 23:00,7.6,,1.5,50,54,9
296,북부산,2025-02-28 0:00,7.8,0,0.5,250,47,10
296,북부산,2025-02-28 1:00,7.2,,0.4,0,62,9
296,북부산,2025-02-28 2:00,7,,0.5,340,66,9
296,북부산,2025-02-28 3:00,7,0,0,0,62,9
296,북부산,2025-02-28 4:00,7.2,,0.3,0,59,9
296,북부산,2025-02-28 5:00,7,,0.2,0,61,9
296,북부산,2025-02-28 6:00,6.7,,0.6,50,59,9
296,북부산,2025-02-28 7:00,6.4,,0.6,200,57,9
296,북부산,2025-02-28 8:00,7.6,,0.4,0,57,9
296,북부산,2025-02-28 9:00,9.4,,2,200,54,9
296,북부산,2025-02-28 10:00,11.5,,1.7,200,52,4
296,북부산,2025-02-28 11:00,13.3,,2.3,200,48,0
296,북부산,2025-02-28 12:00,15.3,,2.7,200,46,0
296,북부산,2025-02-28 13:00,16.7,,2.9,250,43,0
296,북부산,2025-02-28 14:00,16.4,,4.6,180,51,0
296,북부산,2025-02-28 15:00,16.3,,4.3,160,53,0
296,북부산,2025-02-28 16:00,16.4,,3.8,180,51,0
296,북부산,2025-02-28 17:00,15.9,,3.3,180,53,0
296,북부산,2025-02-28 18:00,13,,1.6,200,69,0
296,북부산,2025-02-28 19:00,10.7,,0.1,0,78,0
296,북부산,2025-02-28 20:00,8.9,,0.3,0,85,0
296,북부산,2025-02-28 21:00,8.3,,1,340,85,0
296,북부산,2025-02-28 22:00,6.5,,1,360,87,0
296,북부산,2025-02-28 23:00,6,,0.6,50,89,0
296,북부산,2025-03-01 0:00,6,,0.7,20,90,0
296,북부산,2025-03-01 1:00,5.2,,0.6,340,93,0
296,북부산,2025-03-01 2:00,4.1,,0.7,340,94,0
296,북부산,2025-03-01 3:00,3.8,,0.3,0,95,0
296,북부산,2025-03-01 4:00,3.4,,0.6,50,95,0
296,북부산,2025-03-01 5:00,3.3,,0.6,20,96,0
296,북부산,2025-03-01 6:00,2.9,,0.4,0,96,0
296,북부산,2025-03-01 7:00,2.5,,1.1,50,96,0
296,북부산,2025-03-01 8:00,4.2,,0.2,0,97,8
296,북부산,2025-03-01 9:00,8.2,,0.7,70,88,5
296,북부산,2025-03-01 10:00,11,,0.5,70,72,9
296,북부산,2025-03-01 11:00,13.5,,1.1,140,64,9
296,북부산,2025-03-01 12:00,15.4,,2,200,58,7
296,북부산,2025-03-01 13:00,14.5,,3.6,180,71,10
296,북부산,2025-03-01 14:00,13.9,,2.5,180,80,10
296,북부산,2025-03-01 15:00,13.3,0,2,160,86,10
296,북부산,2025-03-01 16:00,13.1,,0.9,140,87,10
296,북부산,2025-03-01 17:00,13.1,,0.2,0,91,10
296,북부산,2025-03-01 18:00,12.7,0.5,1.2,340,94,10
296,북부산,2025-03-01 19:00,12.4,,0.8,50,95,10
296,북부산,2025-03-01 20:00,12.2,,0.9,70,95,10
296,북부산,2025-03-01 21:00,11.9,0,1.3,50,96,10
296,북부산,2025-03-01 22:00,12,,0,0,97,10
296,북부산,2025-03-01 23:00,11.9,,0.9,230,97,10
296,북부산,2025-03-02 0:00,11.7,0,0.3,0,97,10
296,북부산,2025-03-02 1:00,11.8,,0.9,250,97,10
296,북부산,2025-03-02 2:00,11.7,,0.1,0,97,10
296,북부산,2025-03-02 3:00,11.7,0,0.8,230,97,10
296,북부산,2025-03-02 4:00,11.6,,0.6,140,97,10
296,북부산,2025-03-02 5:00,11.7,,0.2,0,97,10
296,북부산,2025-03-02 6:00,11.7,,0.5,110,97,10
296,북부산,2025-03-02 7:00,11.8,,0.6,250,97,10
296,북부산,2025-03-02 8:00,11.9,,1.2,180,97,10
296,북부산,2025-03-02 9:00,12.3,0,0.2,0,97,10
296,북부산,2025-03-02 10:00,14.1,,0.7,290,93,10
296,북부산,2025-03-02 11:00,17,,1.1,160,81,9
296,북부산,2025-03-02 12:00,19,,2.1,50,72,10
296,북부산,2025-03-02 13:00,16.3,,3.6,70,77,10
296,북부산,2025-03-02 14:00,14,,4.7,50,78,10
296,북부산,2025-03-02 15:00,14,0,5.8,20,61,10
296,북부산,2025-03-02 16:00,13.6,,6.1,20,53,10
296,북부산,2025-03-02 17:00,12.3,,6.2,20,65,10
296,북부산,2025-03-02 18:00,10.5,0,6.9,50,77,10
296,북부산,2025-03-02 19:00,9.2,,6,20,87,10
296,북부산,2025-03-02 20:00,8.8,,5.2,20,87,10
296,북부산,2025-03-02 21:00,8.4,2.5,7.3,50,83,10
296,북부산,2025-03-02 22:00,8.2,,7.5,50,82,10
296,북부산,2025-03-02 23:00,7.6,,6.6,20,86,10
296,북부산,2025-03-03 0:00,7.3,3.5,5.1,20,88,10
296,북부산,2025-03-03 1:00,8,,7.4,20,78,10
296,북부산,2025-03-03 2:00,7.4,,7.6,20,85,10
296,북부산,2025-03-03 3:00,7.4,3,7.6,20,82,10
296,북부산,2025-03-03 4:00,6.2,,5.3,20,89,10
296,북부산,2025-03-03 5:00,4.4,,7.4,20,83,10
296,북부산,2025-03-03 6:00,4.2,4,6.5,20,80,10
296,북부산,2025-03-03 7:00,3.6,,6.5,20,84,10
296,북부산,2025-03-03 8:00,3.9,,6.2,20,76,10
296,북부산,2025-03-03 9:00,3.5,0.5,6.6,20,82,10
296,북부산,2025-03-03 10:00,4,,5.9,20,84,10
296,북부산,2025-03-03 11:00,4.9,,4.8,20,75,10
296,북부산,2025-03-03 12:00,5.4,0.5,6.6,50,69,10
296,북부산,2025-03-03 13:00,5.3,,6.1,20,67,10
296,북부산,2025-03-03 14:00,5,,8.7,50,66,10
296,북부산,2025-03-03 15:00,5.3,0,8,20,62,10
296,북부산,2025-03-03 16:00,5.3,,7.6,20,61,10
296,북부산,2025-03-03 17:00,5.4,,7.7,50,62,10
296,북부산,2025-03-03 18:00,4.5,0,7.7,50,72,10
296,북부산,2025-03-03 19:00,4.6,,9.6,50,73,10
296,북부산,2025-03-03 20:00,5.1,,7.5,50,67,10
296,북부산,2025-03-03 21:00,5.3,0,7.7,20,63,10
296,북부산,2025-03-03 22:00,5.3,,7.7,20,64,10
296,북부산,2025-03-03 23:00,4.4,,6.8,50,74,10
296,북부산,2025-03-04 0:00,4.2,0,6.4,20,78,10
296,북부산,2025-03-04 1:00,4.4,,6.3,20,73,10
296,북부산,2025-03-04 2:00,4.2,,5.6,20,74,10
296,북부산,2025-03-04 3:00,3.7,0,4.5,20,81,10
296,북부산,2025-03-04 4:00,3.5,,4.7,20,83,10
296,북부산,2025-03-04 5:00,3.8,,5,20,80,10
296,북부산,2025-03-04 6:00,4.1,0.5,6.1,20,79,10
296,북부산,2025-03-04 7:00,4.3,,7.6,20,79,10
296,북부산,2025-03-04 8:00,4.2,,7.2,20,81,10
296,북부산,2025-03-04 9:00,4.2,1,6.7,20,83,10
296,북부산,2025-03-04 10:00,4.6,,6.2,20,82,10
296,북부산,2025-03-04 11:00,4.8,,5.6,20,84,10
296,북부산,2025-03-04 12:00,4.4,1,5.7,360,84,10
296,북부산,2025-03-04 13:00,4.2,,5.3,360,89,10
296,북부산,2025-03-04 14:00,4.6,,2.8,340,83,10
296,북부산,2025-03-04 15:00,4.6,2.5,6.4,20,87,10
296,북부산,2025-03-04 16:00,5.7,,6.7,20,76,10
296,북부산,2025-03-04 17:00,5.7,,6.3,20,73,9
296,북부산,2025-03-04 18:00,5.5,0.5,5.3,20,73,8
296,북부산,2025-03-04 19:00,5.1,,5.5,20,74,9
296,북부산,2025-03-04 20:00,5.1,,5.7,20,74,10
296,북부산,2025-03-04 21:00,5.2,,6,20,73,10
296,북부산,2025-03-04 22:00,5.3,,5.3,20,73,10
296,북부산,2025-03-04 23:00,5.3,,6,20,73,10
296,북부산,2025-03-05 0:00,5.6,,3.5,360,72,10
296,북부산,2025-03-05 1:00,5.6,,3.8,360,72,10
296,북부산,2025-03-05 2:00,5.7,,4.5,20,70,10
296,북부산,2025-03-05 3:00,5.2,,2,360,75,7
296,북부산,2025-03-05 4:00,5.3,,3.3,20,75,7
296,북부산,2025-03-05 5:00,5.7,,3.5,360,71,10
296,북부산,2025-03-05 6:00,5.5,0,2.1,360,72,7
296,북부산,2025-03-05 7:00,5.6,,3,360,71,6
296,북부산,2025-03-05 8:00,6.2,,3.2,20,67,8
296,북부산,2025-03-05 9:00,7.2,,3.8,20,64,8
296,북부산,2025-03-05 10:00,7.8,,4.5,20,61,8
296,북부산,2025-03-05 11:00,8.7,,4,360,58,10
296,북부산,2025-03-05 12:00,9.5,,4.8,20,54,9
296,북부산,2025-03-05 13:00,10,,4.5,20,52,9
296,북부산,2025-03-05 14:00,9.4,,4.1,20,52,10
296,북부산,2025-03-05 15:00,9,,3.9,20,57,10
296,북부산,2025-03-05 16:00,8.2,,4.3,20,58,10
296,북부산,2025-03-05 17:00,7.8,,3.3,20,59,10
296,북부산,2025-03-05 18:00,7.5,,3.4,20,59,10
296,북부산,2025-03-05 19:00,7.1,,3.3,20,63,10
296,북부산,2025-03-05 20:00,6.5,,3.7,20,66,10
296,북부산,2025-03-05 21:00,6.3,0,3.8,360,66,10
296,북부산,2025-03-05 22:00,6,,3.7,360,66,10
296,북부산,2025-03-05 23:00,5.9,,3.6,20,66,10
296,북부산,2025-03-06 0:00,5.9,0,2.6,20,66,10
296,북부산,2025-03-06 1:00,5.7,,2.7,20,68,10
296,북부산,2025-03-06 2:00,5.7,,3,20,68,10
296,북부산,2025-03-06 3:00,5.5,0,3.1,360,69,10
296,북부산,2025-03-06 4:00,5.6,,2.7,340,66,10
296,북부산,2025-03-06 5:00,5.3,,2.1,340,69,10
296,북부산,2025-03-06 6:00,5.1,,1.8,360,70,10
296,북부산,2025-03-06 7:00,5.1,,2,360,68,9
296,북부산,2025-03-06 8:00,5.5,,2.7,20,64,9
296,북부산,2025-03-06 9:00,6.6,,3.6,20,56,7
296,북부산,2025-03-06 10:00,7.6,,3.9,20,53,7
296,북부산,2025-03-06 11:00,8.9,,3.6,50,42,6
296,북부산,2025-03-06 12:00,9.5,,2.4,20,41,8
296,북부산,2025-03-06 13:00,9.2,,2.9,50,41,9
296,북부산,2025-03-06 14:00,9,,2.4,50,39,9
296,북부산,2025-03-06 15:00,9.8,0,2.6,50,39,9
296,북부산,2025-03-06 16:00,9.7,,1.8,110,46,9
296,북부산,2025-03-06 17:00,8.4,,2.9,70,54,7
296,북부산,2025-03-06 18:00,7.4,0,2.1,70,60,7
296,북부산,2025-03-06 19:00,6.5,,2.6,70,64,7
296,북부산,2025-03-06 20:00,6,,2.3,50,66,8
296,북부산,2025-03-06 21:00,5.5,,3.1,20,68,8
296,북부산,2025-03-06 22:00,5.3,,2.2,20,70,8
296,북부산,2025-03-06 23:00,3.8,,1.8,50,74,0
296,북부산,2025-03-07 0:00,2.7,,1.1,70,78,0
296,북부산,2025-03-07 1:00,1.7,,0.3,0,83,0
296,북부산,2025-03-07 2:00,0.8,,0.8,360,87,0
296,북부산,2025-03-07 3:00,0.3,,1.1,360,89,0
296,북부산,2025-03-07 4:00,0.4,,1.7,360,90,0
296,북부산,2025-03-07 5:00,0,,1,50,91,0
296,북부산,2025-03-07 6:00,-0.6,,0.8,110,93,0
296,북부산,2025-03-07 7:00,-1,,0.2,0,93,0
296,북부산,2025-03-07 8:00,0.9,,1.9,50,94,0
296,북부산,2025-03-07 9:00,4,,2.2,50,73,0
296,북부산,2025-03-07 10:00,8,,1.2,230,53,1
296,북부산,2025-03-07 11:00,10.2,,1.1,50,40,3
296,북부산,2025-03-07 12:00,10.8,,2.8,180,32,6
296,북부산,2025-03-07 13:00,11.5,,3.1,90,38,8
296,북부산,2025-03-07 14:00,12,,3.1,110,37,8
296,북부산,2025-03-07 15:00,10.2,,2.8,90,39,8
296,북부산,2025-03-07 16:00,9.8,,2.8,90,43,8
296,북부산,2025-03-07 17:00,8.9,,2.5,70,44,8
296,북부산,2025-03-07 18:00,8.2,,2.4,110,46,8
296,북부산,2025-03-07 19:00,7.5,,2,70,51,9
296,북부산,2025-03-07 20:00,6.9,,1.8,50,53,7
296,북부산,2025-03-07 21:00,6.3,,1.3,340,56,9
296,북부산,2025-03-07 22:00,6.6,,2.5,50,56,10
296,북부산,2025-03-07 23:00,6.6,,1.6,360,54,10
296,북부산,2025-03-08 0:00,6.4,,1.4,20,58,9
296,북부산,2025-03-08 1:00,6.3,,1.4,20,60,10
296,북부산,2025-03-08 2:00,5.7,,1.5,20,61,9
296,북부산,2025-03-08 3:00,5.1,,1.3,20,66,9
296,북부산,2025-03-08 4:00,5.1,,2.3,50,66,9
296,북부산,2025-03-08 5:00,4.8,,2.3,50,67,9
296,북부산,2025-03-08 6:00,5,,1,340,63,9
296,북부산,2025-03-08 7:00,4.1,,0.4,0,67,2
296,북부산,2025-03-08 8:00,4.9,,0.3,0,68,7
296,북부산,2025-03-08 9:00,8,,1.3,70,54,6
296,북부산,2025-03-08 10:00,10.3,,1.5,20,46,6
296,북부산,2025-03-08 11:00,10.8,,1,250,45,9
296,북부산,2025-03-08 12:00,11.5,0,0.8,270,45,8
296,북부산,2025-03-08 13:00,11.9,,2.7,200,47,8
296,북부산,2025-03-08 14:00,13.2,,3.5,180,41,6
296,북부산,2025-03-08 15:00,12.5,,3.2,180,42,6
296,북부산,2025-03-08 16:00,11.4,,3.8,180,47,6
296,북부산,2025-03-08 17:00,11,,4.1,180,50,4
296,북부산,2025-03-08 18:00,9.7,,3.1,180,56,4
296,북부산,2025-03-08 19:00,8.7,,3.1,180,59,5
296,북부산,2025-03-08 20:00,7,,0.1,0,66,0
296,북부산,2025-03-08 21:00,5.9,,0.7,320,72,0
296,북부산,2025-03-08 22:00,4.7,,0.8,20,79,0
296,북부산,2025-03-08 23:00,3.9,,0.6,320,81,0
296,북부산,2025-03-09 0:00,3,,1.4,50,85,0
296,북부산,2025-03-09 1:00,2.6,,1.1,360,91,0
296,북부산,2025-03-09 2:00,1.8,,0.2,0,92,0
296,북부산,2025-03-09 3:00,1,,0.5,70,94,0
296,북부산,2025-03-09 4:00,0.5,,0.2,0,95,0
296,북부산,2025-03-09 5:00,0.1,,0.8,20,95,0
296,북부산,2025-03-09 6:00,0.2,,2.4,50,96,0
296,북부산,2025-03-09 7:00,-0.1,,0.5,320,95,2
296,북부산,2025-03-09 8:00,1.8,,1,50,96,0
296,북부산,2025-03-09 9:00,5.6,,0.8,50,69,0
296,북부산,2025-03-09 10:00,8.5,,1.1,50,50,0
296,북부산,2025-03-09 11:00,11.2,,0.9,250,40,1
296,북부산,2025-03-09 12:00,13.3,,0.9,230,31,1
296,북부산,2025-03-09 13:00,14.4,,2,290,27,0
296,북부산,2025-03-09 14:00,14.3,,3.1,200,31,1
296,북부산,2025-03-09 15:00,14.2,,3.5,180,35,1
296,북부산,2025-03-09 16:00,13.9,,3.4,90,37,2
296,북부산,2025-03-09 17:00,12.4,,3.1,110,43,3
296,북부산,2025-03-09 18:00,10.9,,2.9,90,46,1
296,북부산,2025-03-09 19:00,9.8,,2.3,90,52,0
296,북부산,2025-03-09 20:00,8.3,,1.3,70,59,0
296,북부산,2025-03-09 21:00,6.1,,0.6,20,65,0
296,북부산,2025-03-09 22:00,5.6,,1.3,20,68,0
296,북부산,2025-03-09 23:00,3.9,,0.2,0,75,5
296,북부산,2025-03-10 0:00,3.3,,0.6,70,79,0
296,북부산,2025-03-10 1:00,3.2,,1.6,20,79,0
296,북부산,2025-03-10 2:00,2.7,,1.2,20,81,0
296,북부산,2025-03-10 3:00,1.7,,0.1,0,88,1
296,북부산,2025-03-10 4:00,1.7,,1.3,50,88,3
296,북부산,2025-03-10 5:00,0.8,,0.2,0,90,1
296,북부산,2025-03-10 6:00,0.2,,0.4,0,93,2
296,북부산,2025-03-10 7:00,0.3,,0.1,0,94,2
296,북부산,2025-03-10 8:00,2.6,,0.4,0,93,6
296,북부산,2025-03-10 9:00,5.9,,0.6,180,70,5
296,북부산,2025-03-10 10:00,10.2,,0.6,180,54,3
296,북부산,2025-03-10 11:00,13.6,,2.5,160,44,5
296,북부산,2025-03-10 12:00,14.1,,1.6,110,40,7
296,북부산,2025-03-10 13:00,14.3,,1.3,160,38,9
296,북부산,2025-03-10 14:00,14.6,,2.6,200,39,9
296,북부산,2025-03-10 15:00,14,,2.5,200,43,9
296,북부산,2025-03-10 16:00,13.2,,2.9,200,45,10
296,북부산,2025-03-10 17:00,12.3,,2.9,230,43,10
296,북부산,2025-03-10 18:00,11.8,,2.3,230,51,10
296,북부산,2025-03-10 19:00,10.8,,1.3,230,59,7
296,북부산,2025-03-10 20:00,8.9,,0.4,0,71,3
296,북부산,2025-03-10 21:00,7.6,,0.6,320,75,0
296,북부산,2025-03-10 22:00,6.2,,0.8,340,81,6
296,북부산,2025-03-10 23:00,5.6,,0.6,20,83,8
296,북부산,2025-03-11 0:00,4.7,,0.9,360,89,0
296,북부산,2025-03-11 1:00,3.6,,0.3,0,92,0
296,북부산,2025-03-11 2:00,2.9,,0.5,20,94,0
296,북부산,2025-03-11 3:00,2.3,,0.5,20,95,0
296,북부산,2025-03-11 4:00,1.7,,0.3,0,96,0
296,북부산,2025-03-11 5:00,1.6,,0.5,20,96,0
296,북부산,2025-03-11 6:00,0.7,,0.2,0,96,0
296,북부산,2025-03-11 7:00,1,,0.9,340,97,0
296,북부산,2025-03-11 8:00,3.3,,0.5,340,97,0
296,북부산,2025-03-11 9:00,7.8,,0.8,50,71,0
296,북부산,2025-03-11 10:00,10.8,,2.1,160,54,0
296,북부산,2025-03-11 11:00,13.8,,1.6,180,40,0
296,북부산,2025-03-11 12:00,16,,1.7,200,34,0
296,북부산,2025-03-11 13:00,17.5,,2.5,250,22,0
296,북부산,2025-03-11 14:00,17.5,,3.9,200,27,0
296,북부산,2025-03-11 15:00,16.9,,4.2,200,33,0
296,북부산,2025-03-11 16:00,16.7,,3.8,180,32,0
296,북부산,2025-03-11 17:00,15.8,,3.6,200,32,0
296,북부산,2025-03-11 18:00,14.4,,2.1,200,33,0
296,북부산,2025-03-11 19:00,11.2,,0.3,0,56,0
296,북부산,2025-03-11 20:00,9.6,,0.2,0,58,0
296,북부산,2025-03-11 21:00,8,,0.6,340,61,0
296,북부산,2025-03-11 22:00,6.6,,0.9,20,66,6
296,북부산,2025-03-11 23:00,6.6,,0.4,0,67,9
296,북부산,2025-03-12 0:00,6.4,,0.7,50,70,8
296,북부산,2025-03-12 1:00,5.4,,0.3,0,75,6
296,북부산,2025-03-12 2:00,5,,0.1,0,79,8
296,북부산,2025-03-12 3:00,4.5,,0.2,0,80,6
296,북부산,2025-03-12 4:00,3.3,,0.4,0,85,0
296,북부산,2025-03-12 5:00,3.4,,0.5,290,86,5
296,북부산,2025-03-12 6:00,2.2,,0.5,20,90,0
296,북부산,2025-03-12 7:00,2.7,,1.1,340,90,6
296,북부산,2025-03-12 8:00,5,,0.3,0,75,6
296,북부산,2025-03-12 9:00,8.7,,0.4,0,60,6
296,북부산,2025-03-12 10:00,12.1,,0.9,200,44,5
296,북부산,2025-03-12 11:00,16,,1.7,180,35,5
296,북부산,2025-03-12 12:00,18,,2.9,200,31,6
296,북부산,2025-03-12 13:00,18.8,,4.3,180,31,5
296,북부산,2025-03-12 14:00,18.6,,4.2,180,37,4
296,북부산,2025-03-12 15:00,18.3,,3.7,180,33,8
296,북부산,2025-03-12 16:00,16.5,,3.8,160,42,9
296,북부산,2025-03-12 17:00,16.8,,3.7,200,36,6
296,북부산,2025-03-12 18:00,14.9,,3.2,160,44,5
296,북부산,2025-03-12 19:00,14.2,,3.4,200,44,6
296,북부산,2025-03-12 20:00,12.6,,1.5,160,50,8
296,북부산,2025-03-12 21:00,11.1,,0.7,200,56,7
296,북부산,2025-03-12 22:00,9.6,,0.5,340,62,6
296,북부산,2025-03-12 23:00,8.2,,1.1,360,67,7
296,북부산,2025-03-13 0:00,7.5,,0.6,20,71,3
296,북부산,2025-03-13 1:00,6.6,,0.3,0,75,9
296,북부산,2025-03-13 2:00,6.3,,0.6,320,79,6
296,북부산,2025-03-13 3:00,5.8,,0.7,340,82,8
296,북부산,2025-03-13 4:00,7.3,,1.5,250,58,9
296,북부산,2025-03-13 5:00,7.4,,0.7,230,58,9
296,북부산,2025-03-13 6:00,6.4,,0.5,50,66,9
296,북부산,2025-03-13 7:00,6.9,,0.5,70,66,9
296,북부산,2025-03-13 8:00,8.5,,1.5,360,57,9
296,북부산,2025-03-13 9:00,11.2,,0.5,110,37,9
296,북부산,2025-03-13 10:00,14,,0.7,320,29,8
296,북부산,2025-03-13 11:00,15.1,,2,360,16,9
296,북부산,2025-03-13 12:00,16.4,,1.7,20,12,9
296,북부산,2025-03-13 13:00,17.1,,2.4,50,10,8
296,북부산,2025-03-13 14:00,17.4,,2.3,20,10,9
296,북부산,2025-03-13 15:00,18,,3.1,90,19,8
296,북부산,2025-03-13 16:00,17,,2.7,110,23,6
296,북부산,2025-03-13 17:00,16,,2.7,90,24,4
296,북부산,2025-03-13 18:00,13.3,,3.1,90,27,1
296,북부산,2025-03-13 19:00,11.5,,2.8,70,34,0
296,북부산,2025-03-13 20:00,10.8,,2.9,70,39,0
296,북부산,2025-03-13 21:00,9.5,,0.7,50,43,2
296,북부산,2025-03-13 22:00,8.7,,2.2,50,46,6
296,북부산,2025-03-13 23:00,6.8,,1.5,340,54,6
296,북부산,2025-03-14 0:00,6.7,,2.3,50,54,6
296,북부산,2025-03-14 1:00,6.3,,2,50,52,9
296,북부산,2025-03-14 2:00,5.6,,0.6,360,56,8
296,북부산,2025-03-14 3:00,4.9,,0.1,0,64,9
296,북부산,2025-03-14 4:00,4.8,,0.4,0,62,9
296,북부산,2025-03-14 5:00,4.7,,0.8,360,60,8
296,북부산,2025-03-14 6:00,4.4,,1.4,360,62,4
296,북부산,2025-03-14 7:00,3.2,,0.8,340,63,6
296,북부산,2025-03-14 8:00,6,,0.9,20,54,6
296,북부산,2025-03-14 9:00,9.7,,0.6,70,37,1
296,북부산,2025-03-14 10:00,15.8,,2.1,50,17,0
296,북부산,2025-03-14 11:00,16.7,,4.7,50,16,0
296,북부산,2025-03-14 12:00,18.3,,3.8,70,20,0
296,북부산,2025-03-14 13:00,18.6,,4.7,70,17,0
296,북부산,2025-03-14 14:00,18.6,,4.4,70,18,0
296,북부산,2025-03-14 15:00,17.9,,5.1,50,16,0
296,북부산,2025-03-14 16:00,17.2,,4.2,70,15,4
296,북부산,2025-03-14 17:00,16.1,,5,50,18,0
296,북부산,2025-03-14 18:00,14.2,,4.9,50,25,5
296,북부산,2025-03-14 19:00,12.8,,5.7,50,34,7
296,북부산,2025-03-14 20:00,11.5,,6.3,50,47,9
296,북부산,2025-03-14 21:00,10.9,,7.2,20,57,9
296,북부산,2025-03-14 22:00,10.8,,5.6,20,59,10
296,북부산,2025-03-14 23:00,10.7,,6.4,20,58,10
296,북부산,2025-03-15 0:00,10.6,,5.6,50,60,9
296,북부산,2025-03-15 1:00,10.8,,5,20,59,10
296,북부산,2025-03-15 2:00,10.7,,3.7,20,58,10
296,북부산,2025-03-15 3:00,10.4,,5.4,20,58,9
296,북부산,2025-03-15 4:00,10.5,,5.2,20,56,10
296,북부산,2025-03-15 5:00,10.4,,4.2,50,52,10
296,북부산,2025-03-15 6:00,10.3,,4.3,360,55,10
296,북부산,2025-03-15 7:00,8.8,,5.4,50,65,10
296,북부산,2025-03-15 8:00,8.2,,4.7,50,68,10
296,북부산,2025-03-15 9:00,8.1,0.5,5,50,73,10
296,북부산,2025-03-15 10:00,8.3,,4.7,20,74,10
296,북부산,2025-03-15 11:00,8.8,,6.3,50,71,10
